id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
1448,25-34,F,Ed8,36,44,38,39,53,3,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1449,25-34,F,Ed7,25,49,50,51,52,5,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1450,18-24,F,Ed8,30,41,40,47,47,3,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1451,25-34,F,Ed8,26,47,52,36,51,3,4,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1452,25-34,F,Ed9,26,36,46,50,53,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1453,18-24,M,Ed5,40,37,58,30,55,7,10,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1454,18-24,F,Ed7,39,41,35,46,49,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1455,25-34,F,Ed9,31,40,45,48,47,2,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1456,18-24,M,Ed6,43,35,55,55,39,2,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1457,45-54,F,Ed8,19,44,47,52,52,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1458,25-34,F,Ed9,41,32,43,54,45,1,7,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1459,25-34,F,Ed7,24,36,45,46,49,2,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1460,18-24,F,Ed7,27,45,46,50,37,3,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1461,35-44,F,Ed9,19,50,47,44,47,4,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1462,55-64,M,Ed8,37,44,52,45,36,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1463,25-34,M,Ed8,37,41,43,46,43,2,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1464,18-24,M,Ed5,25,45,52,49,45,3,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1465,25-34,M,Ed8,14,48,42,48,38,5,6,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1466,25-34,F,Ed5,43,36,44,37,41,6,5,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1467,18-24,F,Ed7,30,42,51,42,46,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1468,55-64,F,Ed7,20,45,52,53,48,3,6,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0
1469,25-34,F,Ed8,34,34,37,51,43,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1470,18-24,F,Ed7,39,40,46,48,40,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1471,65+,M,Ed7,20,39,42,57,45,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1472,55-64,M,Ed8,28,38,48,45,51,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1473,18-24,M,Ed5,34,43,45,36,43,2,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1474,25-34,F,Ed8,33,42,52,46,43,2,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1475,45-54,M,Ed5,46,35,40,35,47,8,9,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1476,25-34,F,Ed5,57,26,42,27,24,7,9,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1477,25-34,M,Ed6,32,37,45,40,43,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1478,18-24,M,Ed5,40,35,46,41,32,1,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1479,18-24,M,Ed5,27,49,56,43,38,8,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1480,35-44,F,Ed6,35,36,31,43,40,2,3,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
1481,25-34,F,Ed5,49,42,51,49,43,2,6,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
1482,45-54,F,Ed7,51,22,47,43,26,6,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
1483,45-54,F,Ed9,27,40,47,44,47,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1484,25-34,F,Ed7,33,43,51,53,41,2,8,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1485,35-44,M,Ed6,41,32,43,44,33,6,3,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1486,25-34,F,Ed9,26,49,40,49,46,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1487,18-24,M,Ed5,25,47,54,32,37,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1488,25-34,F,Ed7,35,38,37,43,47,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1489,18-24,M,Ed7,43,40,45,36,46,7,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1490,25-34,F,Ed5,31,37,45,31,32,8,10,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
1491,25-34,F,Ed9,49,35,42,33,49,6,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1492,18-24,F,Ed8,35,47,36,40,36,6,9,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
1493,18-24,M,Ed5,50,36,41,40,30,7,8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1494,45-54,M,Ed5,34,38,50,44,40,7,9,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1495,18-24,M,Ed5,55,33,43,41,29,7,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1496,18-24,M,Ed5,45,16,43,33,28,8,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1497,18-24,M,Ed5,28,33,46,39,39,2,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1498,25-34,M,Ed8,25,41,48,37,35,4,9,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
1499,45-54,F,Ed1,42,39,43,40,34,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1500,45-54,M,Ed7,26,46,49,43,46,6,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1501,25-34,M,Ed9,32,43,46,39,42,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1502,18-24,F,Ed5,42,41,50,29,42,8,5,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1503,18-24,M,Ed7,40,26,52,42,38,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1504,25-34,M,Ed7,31,43,55,41,39,4,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1505,18-24,F,Ed7,31,40,44,44,38,7,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1506,35-44,F,Ed6,52,19,48,51,36,3,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1507,45-54,F,Ed9,36,50,53,47,54,3,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
1508,18-24,F,Ed2,59,21,53,38,25,3,3,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1509,18-24,F,Ed7,46,35,52,31,39,4,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1510,25-34,F,Ed6,43,31,51,47,42,5,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1511,25-34,M,Ed5,45,24,45,40,35,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1512,18-24,M,Ed7,43,34,56,44,32,3,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1513,18-24,M,Ed1,56,35,48,39,41,1,3,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
1514,18-24,M,Ed5,34,36,40,39,38,3,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1515,25-34,M,Ed4,48,22,48,41,27,4,4,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
1516,18-24,M,Ed5,46,37,46,34,33,8,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1517,18-24,M,Ed4,28,52,56,36,39,8,10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1518,45-54,M,Ed9,42,30,55,37,38,8,8,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1519,18-24,M,Ed6,36,28,57,37,43,4,7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1520,18-24,M,Ed5,33,34,37,34,27,2,6,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0
1521,18-24,M,Ed5,49,38,45,42,32,4,5,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
1522,18-24,M,Ed6,49,28,53,37,31,7,8,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1523,25-34,M,Ed6,35,19,54,52,45,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1524,18-24,M,Ed5,44,53,57,44,37,8,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1525,18-24,M,Ed4,51,23,54,46,31,5,7,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1526,18-24,M,Ed2,44,48,48,35,35,6,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1527,18-24,M,Ed4,41,48,54,40,38,8,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1528,18-24,M,Ed5,45,40,53,35,30,7,7,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1529,18-24,F,Ed7,20,52,50,33,43,7,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1530,18-24,M,Ed5,22,46,56,43,41,7,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1531,18-24,M,Ed1,25,33,53,51,38,6,9,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1532,25-34,F,Ed7,34,46,54,48,40,3,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1533,18-24,M,Ed5,46,27,50,42,22,6,5,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1534,18-24,M,Ed5,27,48,43,39,42,6,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1535,25-34,M,Ed4,36,42,39,45,37,2,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1536,35-44,F,Ed5,39,40,40,39,38,2,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1537,18-24,F,Ed5,31,45,48,55,53,1,5,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1538,18-24,F,Ed5,37,33,38,46,33,2,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1539,18-24,F,Ed5,36,51,42,40,55,6,10,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1540,18-24,M,Ed5,47,35,52,49,35,7,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1541,18-24,F,Ed5,42,39,57,52,43,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1542,18-24,M,Ed5,22,48,39,46,48,4,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1543,25-34,M,Ed5,44,18,48,34,26,6,8,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1544,18-24,M,Ed5,34,37,41,38,29,7,8,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1545,18-24,M,Ed5,44,45,52,47,36,4,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1546,18-24,F,Ed5,46,33,52,44,41,2,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1547,18-24,M,Ed4,33,26,48,39,33,5,7,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1548,18-24,F,Ed5,50,41,52,43,46,5,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1549,25-34,M,Ed7,25,36,34,45,50,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1550,25-34,F,Ed8,29,33,50,45,50,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1551,25-34,F,Ed6,31,40,38,45,42,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1552,55-64,F,Ed6,40,29,33,37,39,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1553,45-54,F,Ed5,34,33,37,39,45,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1554,45-54,F,Ed6,30,36,37,49,48,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1555,18-24,M,Ed5,35,22,40,31,39,7,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1556,25-34,M,Ed8,22,47,46,43,51,4,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1557,18-24,F,Ed8,39,45,39,45,44,3,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1558,25-34,F,Ed5,24,50,42,53,49,4,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1559,55-64,F,Ed7,20,50,49,48,52,4,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1560,18-24,F,Ed7,27,39,40,38,50,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1561,25-34,F,Ed8,43,41,41,37,49,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1562,35-44,F,Ed7,42,29,44,45,41,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1563,45-54,F,Ed1,38,38,37,39,40,3,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1564,35-44,M,Ed6,43,29,40,42,33,6,6,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1565,35-44,F,Ed7,35,51,26,38,56,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1566,45-54,F,Ed6,31,38,36,52,54,2,4,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1567,35-44,F,Ed6,44,45,48,51,44,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1568,45-54,F,Ed6,57,20,44,37,36,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1569,35-44,M,Ed8,22,45,54,54,42,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1570,25-34,M,Ed7,35,43,38,38,40,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1571,25-34,F,Ed8,26,48,43,42,42,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1572,45-54,M,Ed6,28,37,46,54,47,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1573,18-24,F,Ed5,30,38,40,47,46,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1574,25-34,F,Ed8,39,40,44,47,45,4,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1575,45-54,F,Ed6,46,42,51,53,38,6,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1576,35-44,F,Ed7,35,46,38,49,52,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1577,35-44,F,Ed5,33,41,33,40,45,1,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1578,25-34,F,Ed8,33,45,42,52,48,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1579,45-54,F,Ed7,26,39,38,40,46,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1580,45-54,F,Ed8,40,37,55,51,47,3,4,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1581,35-44,F,Ed2,31,41,43,51,46,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1582,45-54,F,Ed6,42,29,29,37,43,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1583,35-44,F,Ed8,33,39,37,46,51,3,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1584,35-44,M,Ed6,39,31,46,48,43,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1585,35-44,F,Ed8,43,54,47,54,43,4,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1586,25-34,F,Ed7,37,47,47,42,46,6,7,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1587,35-44,F,Ed7,36,39,52,41,46,4,3,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1588,35-44,F,Ed6,32,45,34,39,45,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1589,35-44,M,Ed2,24,53,42,39,43,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1590,35-44,M,Ed6,19,49,46,45,48,5,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1591,35-44,F,Ed7,44,35,40,52,49,3,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1592,45-54,F,Ed6,19,45,39,58,49,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1593,45-54,F,Ed7,28,52,43,50,45,6,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1594,35-44,F,Ed9,36,45,48,43,41,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1595,25-34,F,Ed7,33,47,43,42,45,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1596,25-34,F,Ed7,30,51,52,43,40,7,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1597,55-64,F,Ed5,35,44,47,46,45,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1598,35-44,F,Ed7,29,42,39,47,43,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1599,25-34,F,Ed8,28,48,33,44,47,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1600,25-34,F,Ed6,25,47,36,45,42,2,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1601,25-34,F,Ed6,29,46,38,42,46,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1602,25-34,M,Ed8,37,44,47,37,52,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1603,55-64,F,Ed8,39,43,53,41,36,5,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1604,25-34,F,Ed7,35,56,57,49,35,8,9,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1605,45-54,M,Ed2,32,52,46,48,50,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1606,25-34,F,Ed7,33,53,30,37,41,7,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1607,35-44,F,Ed6,22,49,49,46,46,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1608,35-44,F,Ed8,28,42,46,42,49,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1609,25-34,M,Ed5,33,32,59,37,37,7,8,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
1610,25-34,F,Ed7,34,32,34,49,47,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1611,45-54,F,Ed7,38,44,39,48,38,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1612,25-34,F,Ed7,32,37,36,50,48,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1613,35-44,F,Ed7,37,48,39,46,42,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1614,25-34,M,Ed5,15,54,48,33,46,6,9,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
1615,35-44,F,Ed9,25,43,54,50,57,3,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1616,55-64,M,Ed6,42,29,35,48,39,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1617,25-34,M,Ed8,41,40,51,47,40,6,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1618,45-54,M,Ed6,39,41,38,47,46,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1619,25-34,M,Ed5,39,38,53,41,35,6,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1620,45-54,M,Ed6,37,40,43,39,47,3,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1621,25-34,M,Ed7,49,38,39,41,40,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1622,35-44,M,Ed6,22,39,50,46,49,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1623,35-44,M,Ed7,41,34,37,47,35,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1624,45-54,M,Ed8,37,35,45,38,40,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1625,35-44,M,Ed5,28,43,46,44,43,3,6,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1626,35-44,F,Ed6,28,42,37,48,47,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1627,25-34,F,Ed6,23,44,36,47,46,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1628,25-34,F,Ed8,20,48,37,42,51,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1629,25-34,F,Ed8,42,40,46,48,42,1,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1630,45-54,F,Ed6,37,39,40,45,46,5,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1631,35-44,F,Ed7,34,43,52,36,34,4,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1632,35-44,F,Ed6,18,43,45,58,49,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1633,35-44,M,Ed6,51,41,43,43,53,7,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1634,45-54,F,Ed6,32,42,40,41,45,6,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1635,18-24,F,Ed4,36,30,37,43,42,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1636,55-64,M,Ed1,23,40,34,46,46,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1637,45-54,F,Ed6,36,44,34,36,42,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1638,18-24,M,Ed5,53,31,47,33,34,6,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1639,45-54,F,Ed2,38,36,41,45,45,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1640,45-54,F,Ed6,35,41,39,42,40,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1641,35-44,F,Ed6,39,44,42,47,43,5,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1642,45-54,F,Ed6,46,40,45,49,48,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1643,25-34,F,Ed8,21,43,36,41,49,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1644,45-54,F,Ed6,36,34,46,46,41,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1645,25-34,F,Ed8,29,39,41,48,44,3,5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1646,45-54,M,Ed2,36,47,44,43,41,3,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1647,35-44,M,Ed6,36,33,47,49,46,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1648,35-44,M,Ed6,44,34,42,46,39,4,7,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
1649,25-34,F,Ed8,29,43,45,48,51,3,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1650,25-34,F,Ed7,34,38,40,41,51,2,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1651,25-34,F,Ed7,36,50,54,51,46,7,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1652,55-64,M,Ed5,21,31,40,33,39,2,8,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1653,18-24,M,Ed7,38,31,48,40,33,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1654,25-34,F,Ed9,28,46,44,54,51,2,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1655,55-64,M,Ed2,39,38,41,32,45,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1656,35-44,F,Ed7,28,47,33,48,48,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1657,18-24,F,Ed7,52,31,41,39,43,1,7,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1658,25-34,M,Ed5,21,41,44,40,48,3,6,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1659,18-24,M,Ed6,34,45,59,46,42,7,9,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1660,45-54,F,Ed7,18,44,48,44,45,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1661,35-44,F,Ed6,51,41,58,34,31,8,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1662,18-24,F,Ed1,29,39,44,53,40,2,7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
1663,25-34,M,Ed6,29,47,46,46,41,6,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1664,25-34,F,Ed5,26,40,44,46,36,4,7,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1665,25-34,F,Ed9,36,43,49,48,41,8,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1666,25-34,F,Ed7,30,43,41,55,48,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1667,18-24,M,Ed5,36,46,56,39,43,8,9,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1668,25-34,F,Ed9,37,37,35,43,48,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1669,35-44,M,Ed6,42,32,40,37,45,4,7,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1670,35-44,F,Ed7,25,36,41,46,48,6,8,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1671,45-54,M,Ed7,42,34,33,36,43,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1672,55-64,M,Ed7,42,37,54,49,33,2,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1673,25-34,F,Ed7,30,41,42,48,33,3,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1674,25-34,M,Ed6,26,43,52,46,47,2,5,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1675,45-54,M,Ed6,31,41,36,41,55,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1676,35-44,M,Ed6,28,47,31,41,38,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1677,25-34,F,Ed7,56,24,39,50,37,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1678,18-24,F,Ed5,49,40,46,48,40,4,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1679,45-54,F,Ed6,33,45,34,51,49,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1680,18-24,F,Ed7,37,44,46,28,52,4,7,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1681,18-24,F,Ed7,35,48,41,46,45,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1682,45-54,F,Ed5,33,50,40,51,46,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1683,45-54,M,Ed6,31,43,38,38,41,3,8,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
1684,18-24,M,Ed5,37,28,46,46,30,3,5,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1685,25-34,M,Ed7,41,23,49,48,44,3,10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
