name,cuisine,inspection_date,score,critical
GOLDEN STEAMER,Bakery Products/Desserts,11/15/2022,23,1
SOLEDAD,Mexican,04/29/2024,25,0
KORE COFFEE,Coffee/Tea,01/24/2025,12,1
BURGER BY DAY,Hamburgers,08/07/2023,11,0
CHOCNYC BAKERY,Bakery Products/Desserts,09/13/2024,12,1
NIALL'S ON 52ND,Irish,09/10/2024,22,1
OLD STOVE PUB,American,08/16/2023,29,1
ABOUT COFFEE,Coffee/Tea,12/02/2024,17,1
Q MARQET,American,06/02/2023,34,1
SENZA GLUTEN,Coffee/Tea,11/14/2024,12,1
TABOONETTE,Mediterranean,11/27/2023,26,1
NYAC MAIN DINING ROOM,American,04/25/2024,25,0
ARTXNYC,Coffee/Tea,12/05/2024,63,1
GOLDEN MANNA BAKERY,Bakery Products/Desserts,11/03/2022,19,1
NY BAKERY & DESSERTS,Other,10/12/2023,13,1
PAPASITO MEXICAN GRILL,Mexican,08/29/2024,10,1
MASAWA,Ethiopian,12/14/2022,14,1
TONII'S RICE NOODLE,Chinese,03/16/2022,12,1
SUSHI KAI,Japanese,12/28/2021,40,1
LYLA'S BODEGA,Latin American,04/20/2022,52,1
COMODO RESTAURANT,Other,11/19/2024,12,0
94 CORNER CAFE,American,04/06/2023,60,0
MATCH 65,French,01/30/2024,7,0
QUEENSYARD,American,05/13/2024,26,1
SILKY KITCHEN,Chinese,02/06/2025,12,0
CAPPONE'S SALUMERIA,Italian,05/23/2024,13,0
TIBERIAS,Jewish/Kosher,04/14/2022,48,0
VIVI BUBBLE TEA,Coffee/Tea,05/27/2022,23,0
FAMOUS JOE'S PIZZA,Pizza,10/09/2024,12,1
MOLYVOS,Greek,03/27/2023,28,1
KURO-OBI OF IPPUDO,Japanese,04/16/2024,17,0
SUBWAY,Sandwiches,06/28/2023,65,1
WESTSIDE WOK / KONATA SUSHI BAR,Jewish/Kosher,01/30/2024,19,1
TARA KITCHEN,Moroccan,07/12/2023,12,0
GRACE CAFE,American,03/25/2024,26,1
SHOKUDO,Japanese,06/28/2023,13,0
GOTHAM PIZZA,Pizza,10/15/2024,12,1
DONUT PUB,Donuts,01/16/2024,25,0
CORBET & CONLEY CATERERS,American,10/17/2024,56,1
GEORGE'S,American,05/14/2024,5,0
E.A.T. CAFE,American,08/19/2021,13,0
PONTY BISTRO,French,09/11/2024,22,1
MRS. FISH,Chinese,02/16/2023,43,1
POMODORO RISTORANTE,Italian,01/10/2022,13,1
PEPPA'S JERK CHICKEN,Soul Food,01/23/2024,9,1
PICKLER & CO,American,01/11/2024,14,1
THE LEOPARD AT DES ARTISTES,Italian,11/30/2022,28,0
NARCISSE,American,05/02/2023,11,0
SWEETGREEN,Salads,12/02/2022,10,1
PIPPALI,Indian,07/27/2022,0,1
DOWNTOWN GALWAY HOOKER,Irish,01/23/2023,31,1
IHOP,Pancakes/Waffles,12/20/2022,35,1
ATOMIC WINGS,Chicken,01/18/2022,9,1
ROSCIOLI NYC,Italian,12/17/2024,27,1
UNCLE PAULS PIZZA NY,Pizza,11/21/2024,11,0
NORMA,Italian,12/07/2023,27,1
POPEYES,Chicken,07/01/2024,23,1
WAYAN,Indonesian,01/14/2023,13,0
MARINARA PIZZA,Pizza,05/09/2024,72,1
CALLE DAO,Latin American,07/25/2022,0,1
AJISAI JAPANESE FUSION,Japanese,03/05/2025,23,1
ABIGAIL'S,Mexican,12/19/2024,13,0
JACQUES BRASSERIE,French,07/27/2022,50,1
PREVITI PIZZA,Pizza,04/29/2024,18,1
PENN CAFE & EATERY,American,04/04/2022,10,0
OSCAR'S PLACE,English,12/27/2022,18,1
LA COLOMBE,Coffee/Tea,04/27/2022,5,0
MENKOI SATO,Japanese,02/17/2023,81,1
MAX BRENNER,Coffee/Tea,11/14/2022,29,1
REGAL UNION SQUARE STADIUM 14,American,08/14/2024,9,1
JUICE GENERATION,"Juice, Smoothies, Fruit Salads",04/04/2024,12,1
GYU-KAKU JAPANESE BBQ,Japanese,01/22/2025,20,1
TAVERN ON READE,American,01/25/2022,13,1
JACK'S WIFE FREDA,Middle Eastern,07/28/2023,36,1
EA DUMPLING,Asian/Asian Fusion,03/13/2024,13,0
FUNNY BBQ,Barbecue,05/19/2022,0,0
MARIE BLACHERE,Bakery Products/Desserts,01/12/2023,94,0
KIKU JAPANESE RESTAURANT,Japanese,05/15/2023,29,1
TACO MAHAL,Tex-Mex,08/21/2024,29,1
TAMALES LUPITA,Latin American,03/12/2024,9,0
PAUL'S ON TIMES SQUARE (HILTON GARDEN INN),American,06/23/2023,31,1
PERLA NEGRA BAR,Spanish,10/22/2024,13,0
DYCKMAN EXPRESS RESTAURANT,Spanish,11/29/2022,57,1
THE JIN,Korean,03/28/2024,49,0
MI RANCHITO MEXICAN RESTAURANT,Mexican,05/31/2022,0,1
ROSA'S PIZZA,Pizza,07/11/2024,44,1
GALLEGO SEAFOOD 2 RESTAURANT,Seafood,10/13/2023,43,0
JACK'S WIFE FREDA,Mediterranean,05/17/2023,37,1
JUSTINO'S PIZZERIA,Pizza,03/29/2024,28,0
VIN SUR VINGT,French,12/07/2023,7,0
BURGER KING,Other,06/06/2024,5,0
MEXIKO/CARLOS & GABBYS/GRAZE SMOKE HOUSE/ROSA'S CHICKEN,Jewish/Kosher,03/16/2023,13,0
CAFE LAFAYETTE,Sandwiches,12/13/2022,37,0
MATTO ESPRESSO,Coffee/Tea,10/28/2024,31,0
THE NOOK,Korean,10/18/2023,13,1
FORSYTH FIRE ESCAPE,Tex-Mex,03/20/2024,26,1
AMBER SUSHI,Japanese,08/15/2024,62,1
ANA'S CAFE,American,05/10/2024,9,0
JUICE ETERNITY,Fruits/Vegetables,01/14/2025,21,0
PARIS BAGUETTE,Bakery Products/Desserts,02/23/2022,9,1
NESPRESSO,Coffee/Tea,10/10/2023,26,1
THE COPPOLA CAFE,Italian,02/28/2022,0,1
DIM SUM CHELSEA,Chinese,09/22/2022,0,0
URBAN POPS,Frozen Desserts,09/12/2023,12,0
ECLAIR BAKERY,Bakery Products/Desserts,02/23/2023,27,1
MANHATTAN SCHOOL OF MUSIC,American,09/13/2024,19,0
ROMA PIZZA,Pizza,05/21/2024,17,1
WALTER'S BAR,American,06/03/2024,9,0
NOEL'S PIZZA,Pizza,05/05/2022,11,1
CHIPILO ITALIAN SANDWICH SHOP,Italian,02/11/2025,23,0
44 & X HELL'S KITCHEN,American,05/07/2024,10,0
STARBUCKS,Coffee/Tea,10/18/2022,32,1
TABATA,Japanese,03/12/2024,30,1
SISTINA,Italian,04/18/2023,51,0
BUTLER,Coffee/Tea,02/03/2025,12,0
CHINELOS II DELI-GROCERY RESTAURANT,Mexican,08/16/2022,25,1
BOQUERIA,Tapas,05/04/2023,13,0
PASTELES CAPY,Bakery Products/Desserts,12/16/2021,12,0
CHIPOTLE MEXICAN GRILL,Tex-Mex,04/25/2023,12,0
AOC EAST,French,11/07/2022,13,1
JADE DRAGON,Chinese,12/26/2024,71,1
DOMINICAN VALLE RESTAURANT,Spanish,02/19/2025,21,1
DHAMAKA,Indian,01/14/2025,43,1
STARBUCKS,Coffee/Tea,04/09/2024,30,0
ESSEX SQUEEZE,"Juice, Smoothies, Fruit Salads",01/11/2023,10,1
"RESTAURANT ASSOCIATES, INC. (2 Manhattan  West)",American,09/25/2024,38,1
JOHN'S OF 12TH STREET,Italian,06/14/2022,9,1
COMFORT INN,Armenian,01/10/2025,31,0
SOHO THAI,Thai,01/11/2024,22,1
MOTT EATERY,Chinese,10/11/2024,35,1
UNKS PLACE,"Juice, Smoothies, Fruit Salads",11/29/2023,7,0
Van Leeuwen Ice Cream LLC,Frozen Desserts,07/13/2023,5,1
PHO GRAND,Southeast Asian,06/05/2024,39,1
CLAW DADDY'S,Seafood,01/02/2024,56,1
BEARD PAPA'S,Bakery Products/Desserts,08/07/2023,27,1
AMURA JAPANESE RESTAURANT,Japanese,08/17/2021,23,1
YUE LAI BAKERY,Bakery Products/Desserts,12/12/2022,26,1
CAFE LUXEMBOURG,French,02/23/2024,10,1
"THE LITTLE BEET , MELT SHOP",American,03/23/2022,18,1
MARCHE MADISON,American,01/20/2022,25,1
GENA'S GRILL,Latin American,10/06/2022,25,1
DAILY BAGEL,American,09/14/2022,0,0
CILANTRO EAST,Mexican,07/16/2024,12,0
GINSENG MUSEUM CAFE,Coffee/Tea,04/19/2023,20,1
HEALTHY GREEN JUICE BAR,"Juice, Smoothies, Fruit Salads",03/19/2024,13,1
"DUNKIN', BASKIN ROBBINS",Sandwiches,04/05/2023,13,0
BIAO SUGAR,Coffee/Tea,03/12/2024,45,1
BUTLER,Coffee/Tea,11/14/2023,12,0
FILÉ GUMBO BAR,Creole/Cajun,11/09/2022,28,0
SASABUNE EXPRESS NEW YORK,Japanese,05/23/2023,22,1
RAMEN MEIJIN,Japanese,03/22/2022,28,1
FILÉ GUMBO BAR,Creole/Cajun,02/04/2025,11,1
MARWIN,Thai,11/26/2024,51,1
TABLE 866 @ COURTYARD MARRIOTT,American,02/24/2023,12,1
JOE & THE JUICE,"Juice, Smoothies, Fruit Salads",11/21/2024,13,0
FAMOUS FAMIGLIA PIZZERIA,Pizza,03/09/2022,47,1
RED GATE BAKERY,Bakery Products/Desserts,11/24/2021,19,1
SID GOLD'S REQUEST ROOM,American,08/09/2022,25,1
MALA KITCHEN,Chinese,09/14/2023,24,1
GROUND CENTRAL COFFEE COMPANY,Coffee/Tea,06/13/2024,31,1
FELLINI,Coffee/Tea,01/22/2024,43,1
BAREBURGER,Hamburgers,02/08/2023,10,0
TAO RESTAURANT,Asian/Asian Fusion,03/06/2025,26,1
DELICIAS MEXICANAS,Mexican,01/16/2025,12,1
DUNKIN',Donuts,01/15/2025,38,1
SKYLIGHT DINER,American,01/09/2024,13,1
SZECHUAN GOURMET,Chinese,08/30/2024,24,1
DOS CAMINOS,Mexican,05/15/2024,15,1
RYNN RESTAURANT AND BAR,Thai,09/12/2023,15,1
IL GUSTO PIZZA,Pizza,08/06/2024,43,1
LOCANUT,Sandwiches/Salads/Mixed Buffet,04/17/2024,35,1
CAFFE ARONNE,Coffee/Tea,01/27/2025,36,1
CARMEN'S KITCHEN / 2 BROS PIZZA,Other,07/16/2024,14,0
TEXAS ROTISSERIE & GRILL,Chicken,10/11/2024,62,1
CHIPOTLE MEXICAN GRILL,Tex-Mex,05/18/2022,22,0
PANINI NATURAL FOODS,Sandwiches,04/19/2023,13,1
TACO BELL,Tex-Mex,07/26/2021,6,1
EL NUEVO TAINO RESTAURANT,Latin American,12/17/2024,13,1
BOMBAY CHOWK,Indian,10/04/2023,70,1
SEATTLE CAFE,American,04/22/2022,0,0
TEMPLE COURT,American,10/15/2024,37,1
LADY WONG,Asian/Asian Fusion,01/04/2024,44,0
CHARLOTTE CAFE,American,01/02/2025,23,1
CHIRPING CHICKEN,Chicken,06/28/2023,30,0
810 DELI & CAFE,American,09/07/2022,0,0
EMPEROR DUMPLING,Chinese,05/18/2023,37,1
SHAXIAN SNACKS,Chinese,11/14/2024,12,0
BLANK STREET COFFEE,Coffee/Tea,10/29/2024,12,1
DUNKIN,Donuts,08/05/2021,7,0
RAVAGH PERSIAN GRILL,Middle Eastern,05/09/2022,11,0
DUNKIN,Donuts,09/09/2022,17,1
HO LEE,Chinese,04/03/2023,12,1
KATI SHOP,Thai,12/07/2022,39,1
BREWCASH COFFEE,Coffee/Tea,05/29/2024,14,0
TENG DRAGON CHINESE RESTAURANT,Chinese,08/23/2022,34,1
BLACK CAT LES,Coffee/Tea,10/12/2022,73,0
MING WONG RESTAURANT,Chinese,03/05/2024,51,0
DIG,American,05/08/2024,24,1
EAR INN,American,09/28/2022,22,1
La Amistad Pizzeria & Grill,American,08/11/2022,24,1
HOP WON EXPRESS,Chinese,06/13/2022,29,1
CANDLE 79,Vegan,10/29/2018,12,1
CAFE LUNA,American,10/22/2024,31,1
OUR NEW PLACE,Chinese,05/03/2022,30,1
OPEN MARKET,American,02/07/2022,43,0
UTOPIA DINER,American,01/06/2023,12,0
IFC CENTER,American,05/24/2023,24,1
UNO CHICAGO GRILL,Pizza,04/23/2024,23,1
BOXERS NYC,American,09/22/2022,22,1
MALIBU DINER,American,08/31/2023,30,1
GUADALUPE BAR AND GRILL,Mexican,01/11/2023,19,0
OSTERIA AL DOGE,Italian,05/07/2024,39,1
TRIBECA PLATE,Other,04/01/2024,43,1
LITTLE COLLINS,American,12/11/2023,39,0
LAS RAMBLAS,Spanish,08/07/2018,13,1
TOP THAI,Thai,01/09/2025,12,1
KING JAMAICAN AND AMERICAN,Caribbean,12/18/2024,13,1
LOS MUNCHIES II,Spanish,02/11/2025,26,0
HOTEL RIU PLAZA NEW YORK TIMES SQUARE,American,10/11/2023,49,0
TACOMBI,Tex-Mex,10/30/2024,41,1
SAKE BAR HAGI,Japanese,05/11/2022,0,1
BOCCA DI BACCO,Italian,11/30/2022,11,0
DANTE WEST VILLAGE,Italian,08/31/2022,0,1
SELINA'S KITCHEN,Southeast Asian,07/30/2024,58,1
WELL & BY DURST: CAFE 64,American,03/03/2025,12,1
MIFUNE/SUSHI AMANE,Japanese,02/06/2024,26,1
BAKERY ON 3RD CAFE,Bakery Products/Desserts,11/22/2022,21,1
CITY WINERY NEW YORK,Other,06/27/2023,69,0
PERLA NEGRA BAR,Spanish,02/08/2023,27,1
GALAXY DINER,American,02/20/2024,13,1
CHELSEA JUICE,"Juice, Smoothies, Fruit Salads",05/15/2024,17,1
GREAT BURRITO RESTAURANT,Mexican,09/08/2022,29,1
CATRIA MODERN ITALIAN,Italian,02/27/2023,8,0
BREAD STORY,Bakery Products/Desserts,01/11/2024,9,0
BREADS BAKERY,Bakery Products/Desserts,09/05/2024,7,1
GYU-KAKU,Japanese,12/12/2023,27,1
MOLE,Mexican,12/26/2024,20,0
BAGELS AND MORE,Bagels/Pretzels,04/26/2023,16,1
LUNGI,Indian,02/24/2020,33,1
AYADA THAI 2,Thai,11/26/2024,28,1
WHITMAN'S,American,09/06/2022,17,0
MITR THAI,Thai,11/25/2024,26,1
SUN SAI GAI RESTAURANT,Chinese,09/22/2023,59,0
SAUERKRAUT FISH,Chinese,01/24/2025,24,1
WU & NUSSBAUM,Fusion,02/06/2024,23,1
810 DELI & CAFE,American,12/02/2024,11,0
JOE COFFEE,Coffee/Tea,09/15/2022,0,0
BARRIO CHINO,Mexican,09/08/2022,0,1
SUBWAY,Sandwiches,01/21/2025,19,1
TAP NYC,Brazilian,05/18/2022,0,0
OSCAR WILDE'S,American,08/04/2022,53,0
SOTTOCASA PIZZERIA,Pizza,11/09/2022,2,0
DUNKIN',Coffee/Tea,01/28/2025,8,1
CURRY HOUSE,Thai,07/10/2023,35,1
MALA PROJECT,Chinese,05/12/2023,13,0
YUM CHA CHINESE KITCHEN & BAR,Chinese,06/06/2023,29,1
KOPITIAM,Asian/Asian Fusion,07/14/2022,0,1
GEBHARD'S BEER CULTURE,American,01/26/2023,43,0
PERK KAFE,Coffee/Tea,12/19/2022,16,0
SKINOS MEDITERRANEAN CUISINE,Mediterranean,02/22/2022,46,1
STARBUCKS COFFEE,Coffee/Tea,08/24/2022,12,1
EASTWOOD,Middle Eastern,02/02/2024,21,0
ABBEY TAVERN,American,05/27/2022,28,0
KAIDA COFFEE & BAKERY,Coffee/Tea,04/23/2024,17,0
DYCKMAN DOGS,Latin American,07/27/2022,0,1
ACE'S PIZZA,American,10/04/2024,13,1
COSMIC DINER,American,07/22/2024,13,1
LA QUINTA INNS AND SUITES,American,06/23/2023,28,1
MCDONALD'S,Hamburgers,06/12/2024,9,0
STK STEAKHOUSE DOWNTOWN,Steakhouse,05/19/2023,58,1
SOCIETE GENERAL,American,09/16/2024,13,0
OLLIN,Mexican,05/14/2024,18,1
INDAY,Indian,08/27/2024,12,0
STAR PIZZA,Pizza,11/01/2022,35,1
OLD JOHN'S DINER,American,08/16/2023,22,0
DEUTSCHE TRADER CAFE,Coffee/Tea,08/15/2023,3,0
THE WESTBURY,Irish,05/02/2022,12,0
KING'S STREET COFFEE,Coffee/Tea,05/12/2023,7,0
AMBER SUSHI,Japanese,08/15/2024,62,1
SWEETGREEN,Salads,06/22/2022,11,0
HARLEM HALAL FOOD COURT,African,01/22/2025,32,0
SKINOS MEDITERRANEAN CUISINE,Mediterranean,06/06/2024,25,1
PATRICK'S PLACE,Caribbean,10/24/2024,11,1
HAN DYNASTY,Chinese,11/01/2023,45,1
CASA LIMONE,Italian,02/15/2024,23,1
IGGY'S,American,07/02/2024,13,0
THE HIGH LINE HOTEL (INDOOR BAR),American,12/09/2024,28,0
CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),American,08/18/2022,42,1
STARBUCKS,Coffee/Tea,06/17/2022,11,1
DUNKIN DONUTS,Donuts,02/20/2024,9,0
NEW TIMES SQUARE PIZZA,Pizza,01/24/2022,12,0
WASABI SUSHI & BENTO,Asian/Asian Fusion,12/07/2022,20,1
ADRIENNE'S PIZZA BAR,Italian,03/10/2022,21,1
NEW YORK KIMCHI,Korean,09/08/2022,13,0
NUSRET STEAKHOUSE,Steakhouse,07/19/2023,75,1
72 CIBAO RESTAURANT,Latin American,05/09/2024,21,1
ARISTON FLOWERS & CAFE,Coffee/Tea,11/16/2022,17,1
HOLE IN THE WALL,American,03/07/2023,13,1
MARCELLINO,Italian,02/13/2023,80,1
RUE 57,French,03/04/2024,12,0
WESTVILLE UPPER EAST SIDE,American,12/18/2024,15,1
LE PAIN QUOTIDIEN,Bakery Products/Desserts,08/08/2022,12,1
NEW HAPPY JOY CHINESE KITCHEN,Chinese,02/01/2023,25,1
SEAPORT HOTEL,American,08/09/2023,10,0
HUNGRY GHOST COFFEE,Coffee/Tea,01/20/2023,22,1
CHANGLAI FISHBALLS NOODLES,Chinese,10/31/2024,27,1
THE GREAT AMERICAN HEALTH BAR,Jewish/Kosher,02/09/2022,13,1
JOE & THE JUICE,"Juice, Smoothies, Fruit Salads",03/25/2022,28,1
DENINO'S PIZZERIA & TAVERN,Pizza,03/05/2024,13,0
NARE SUSHI,Japanese,05/04/2023,13,1
THREE DECKER RESTAURANT,American,12/13/2023,10,0
KIRKLAND & ELLIS CAFE,American,06/16/2023,12,1
CHINA KING,Chinese,06/05/2024,33,1
HOLY SCHNITZEL,Jewish/Kosher,04/26/2023,9,0
EMPEROR DUMPLING,Chinese/Japanese,07/02/2024,45,1
PRET,Sandwiches/Salads/Mixed Buffet,12/27/2024,6,0
VUE525,American,01/16/2024,12,1
BIG WONG RESTAURANT,Chinese,08/01/2024,44,1
RIVOLI PIZZA II,Pizza,07/08/2024,13,0
BLACK SEED BAGELS,Bagels/Pretzels,02/23/2022,32,1
THE SPOTTED DOG / CULTURE IN A BOWL,African,12/10/2024,80,1
BAGEL WORKS,Bagels/Pretzels,11/26/2024,20,1
L'ADRESSE NOMAD,American,07/30/2024,10,0
MCDONALD'S,Hamburgers,02/27/2024,4,0
ORIGINAL RAY'S PIZZA,Pizza,02/03/2025,20,1
LA GRANDE BOUCHERIE AND KAISEKI ROOM,American,03/05/2025,13,1
TOAST,American,09/06/2022,9,0
Beniam Cuisine,Ethiopian,08/28/2018,13,1
HAMPTON INN EMPIRE STATE BUILDING,American,05/07/2024,23,0
New Vision 104,"Juice, Smoothies, Fruit Salads",08/08/2023,49,0
REPUBLICA,Latin American,09/11/2021,17,1
LA VELA DINING AND BAR,Italian,12/06/2023,33,1
HILTON GARDEN INN -MANHATTAN- MIDTOWN EAST,American,01/31/2025,7,0
ACES,American,01/23/2024,23,1
Kung Fu Kitchen,Chinese,02/25/2025,29,1
AFTERNOON,Korean,06/22/2022,26,1
PANNA II GARDEN INDIAN RESTAURANT,Indian,07/24/2024,121,1
CENTRAL MARKET NEW YORK,Italian,04/13/2023,20,0
SEFTON,American,06/10/2024,27,0
EL SABROSO,Spanish,02/26/2025,112,1
MANGO MANGO DESSERT,Chinese,05/18/2022,10,0
"ROTI ROLL , SUITE",Indian,02/07/2023,48,1
SHUKA,American,12/05/2024,12,1
WINGSTOP,Chicken,02/06/2025,12,1
NOODLE SUPER NO I,Chinese,08/31/2021,28,0
GOLDEN WOK,Chinese,01/15/2025,21,1
GYU-KAKU JAPANESE BBQ,Japanese,01/22/2025,20,0
UTSHOB RESTAURANT,Indian,11/27/2024,41,1
GOTHAM BURGER SOCIAL CLUB,American,03/14/2024,18,1
PI GREEK BAKERIE,Greek,10/03/2022,25,1
COTTON CLUB,American,09/15/2017,24,0
TABERU NOMU,Japanese,10/29/2024,27,0
EAR INN,American,08/14/2023,35,1
ASIAN TASTE,Asian/Asian Fusion,01/14/2025,13,1
GOLDEN DINER,American,05/17/2023,33,1
(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),American,05/21/2019,9,1
YURA,American,08/12/2022,0,1
CLASSIC ARREPAS,Spanish,06/14/2023,19,0
Perista Cafe,Coffee/Tea,12/02/2021,13,0
BROOKLYN CHOP HOUSE,Steakhouse,12/12/2023,46,0
SAMS FAMOUS PIZZA,Pizza,08/09/2021,24,1
SUSHI W,Japanese,03/06/2023,10,0
BAYARD BO KY RESTAURANT,Chinese,07/27/2023,35,1
YUKI SUSHI,Chinese,06/27/2024,17,1
THE PONY BAR,American,02/06/2023,24,1
KFC,Chicken,07/22/2022,20,0
BLUE PARK KITCHEN,American,06/09/2022,27,1
THE HIGH LINE HOTEL (INDOOR BAR),American,05/30/2024,76,1
DORRIAN'S RED HAND RESTAURANT,Irish,03/16/2023,22,0
TROPICAL SPANISH CUISINE,Spanish,03/05/2024,11,0
GOLDEN MANNA BAKERY,Bakery Products/Desserts,04/05/2022,0,0
THE BLACK SHEEP,Irish,09/07/2022,0,0
MAMAN,Mediterranean,11/29/2022,33,0
STICKY'S FINGER JOINT,Chicken,10/30/2024,20,0
STARBUCKS,Coffee/Tea,04/20/2023,7,0
HANAMICHI,Asian/Asian Fusion,05/11/2022,11,1
ABC COCINA/ABC V,Other,04/01/2024,12,1
THE GEM SALOON,American,06/09/2022,0,0
Lamia's Fish Market,Seafood,01/30/2023,21,0
THE SMITH,American,11/13/2024,21,0
DIG,American,02/02/2024,23,1
SUSHI BY WOO,Japanese,10/28/2024,40,0
PIER 23,Seafood,07/18/2024,33,1
JOHN DOE BAR & KITCHEN,American,12/07/2023,10,0
GRAND SLAM BANQUET HALL,American,01/29/2024,27,1
DOMINICAN CRAVINGS,Latin American,06/15/2022,19,0
UP THAI,Thai,04/04/2024,31,1
99 CENTS DELICIOUS PIZZA 2,Pizza,06/20/2024,60,1
CHOKOLAT PATISSERIE,French,04/12/2023,12,0
NAYA,Mediterranean,06/02/2022,13,0
JOE'S PIZZA,Pizza,04/09/2024,24,1
BAGEL POINT,Bagels/Pretzels,07/19/2024,25,0
SALAD BOX,Salads,06/06/2024,22,1
MASALA KING,Indian,11/14/2023,42,1
VILLAGE TAVERNA GREEK GRILL,Greek,04/18/2022,20,0
CHIPOTLE MEXICAN GRILL,Tex-Mex,12/04/2023,19,0
MADISON CLUB,American,02/01/2025,9,1
EMPANADAS MONUMENTAL,Latin American,10/20/2023,33,0
LE PETIT PARISIEN,French,11/02/2022,16,1
ALLORA,Italian,05/22/2024,22,1
PUNTO DE SABOR,Latin American,03/14/2022,65,0
BAGEL BOBS ON YORK,Bagels/Pretzels,08/06/2024,13,1
TABOONETTE,Mediterranean,07/29/2021,16,0
HEX AND CO.,American,02/02/2024,19,1
MEE NOODLE SHOP,Chinese,01/09/2023,46,1
SAUCE,Italian,07/09/2024,14,1
WIMPYS RESTAURANT,American,03/18/2022,52,1
CHOP-SHOP,Asian/Asian Fusion,06/05/2024,34,1
GRACE STREET,Coffee/Tea,12/16/2024,13,1
CAFE 24/7,Pizza,03/27/2024,35,1
NOMURA CAFE,Japanese,11/16/2022,2,0
REDEMPTION,American,10/31/2019,27,1
EASTPOINT/DOWNTIME,American,06/22/2023,12,1
LA PIZZA ITALIA,Pizza,08/24/2023,23,1
PIZZARTE,Italian,08/30/2022,34,0
DAVES HOT CHICKEN,American,10/15/2024,11,1
CIAO BELLA PIZZA,Pizza,12/19/2024,13,1
HANOVER GOURMET DELI,Sandwiches/Salads/Mixed Buffet,06/02/2023,10,1
O'HARA'S,American,07/14/2022,72,1
JOE & THE JUICE,Coffee/Tea,08/27/2024,20,1
BAGEL TALK,Bagels/Pretzels,10/31/2024,15,0
RIGOR HILL MARKET,American,05/02/2024,33,1
THE COPPOLA CAFE,Italian,04/02/2024,24,1
TO EAT SUSHI,Japanese,09/21/2023,24,0
Momo Fuku Noodle Bar,Japanese,01/04/2024,13,0
PHIL HUGHES TAVERN,Irish,09/26/2022,44,1
STARBUCKS,Coffee/Tea,03/12/2025,7,0
SAGRA PIZZA BAR,Pizza,05/19/2023,15,0
STRIP HOUSE,Steakhouse,07/26/2022,9,0
NIKKO,Asian/Asian Fusion,04/12/2023,21,1
"PITA PRESS, CEDAR LOCAL",Greek,02/05/2025,20,0
LA BONBONNIERE,American,08/22/2024,62,1
TAM PO PO RAMEN,Japanese,06/23/2022,0,0
THREE GUY'S RESTAURANT,American,12/02/2022,30,0
BAGEL TALK,Bagels/Pretzels,10/24/2024,76,1
E-MO KIMBOB,Korean,06/07/2022,2,0
ERNST AND YOUNG,Other,10/15/2024,8,1
BLAKE & TODD,Sandwiches,03/04/2022,23,1
DAVIDOVICH BAKERY,Bakery Products/Desserts,06/29/2023,29,1
TIGER SUGAR,Coffee/Tea,02/20/2025,36,1
ST KILDA COFFEE,Coffee/Tea,04/06/2022,12,1
SLAINTE,Irish,10/03/2023,34,1
GROUND CENTRAL COFFEE COMPANY,Coffee/Tea,01/25/2024,44,0
THE KUNJIP,Korean,05/08/2024,18,0
THE LIBERTY,Irish,03/06/2025,13,0
CASA D' ANGELO,Italian,08/08/2022,21,1
PASTICCERIA ROCCO,Bakery Products/Desserts,07/25/2022,20,0
CAVIAR KASPIA AT THE MARK,French,03/20/2024,33,1
A'MORE CAFFE,Coffee/Tea,08/13/2024,7,1
MILK BAR NOLITA,Frozen Desserts,09/29/2022,17,0
SABOR TROPICAL,Latin American,05/01/2024,25,1
SHAH'S HALAL FOOD,Afghan,01/16/2025,24,0
PIKINE AFRICAN RESTAURANT,African,09/21/2023,86,1
MATTO ESPRESSO,Coffee/Tea,02/19/2025,91,1
RAIN II,Thai,03/06/2023,23,0
MORGAN CAFE,American,12/18/2023,17,1
FIVESTUY CAFE,Sandwiches,06/24/2024,24,1
EMILY,American,08/21/2024,5,0
"DUNKIN', BASKIN ROBBINS",Donuts,06/26/2024,12,0
HAPPY HOT HUNAN RESTAURANT,Chinese,01/30/2025,23,0
LE RIVAGE,French,12/05/2023,2,0
CI SIAMO,Italian,01/14/2023,7,0
K-BAP,Korean,11/17/2022,10,0
QKO,Asian/Asian Fusion,01/21/2025,16,0
ABA TURKISH RESTAURANT,Turkish,03/07/2023,13,0
THE SCRATCHER CAFE,Irish,05/09/2023,22,0
SOPHIE'S CUBAN CUISINE,Latin American,04/09/2024,59,0
NONNA BEPPA,Italian,01/05/2023,12,1
WASHINGTON SQUARE DINER,American,07/20/2022,22,1
SQUARE PIZZA,Pizza,06/14/2023,39,1
iPizzaNY,Pizza,08/03/2022,0,1
"SEATTLE COFFEE ROASTERS, PIER 79, NY WATERWAY",American,10/02/2023,11,1
PERSEPOLIS,Mediterranean,03/11/2025,16,0
TANG PAVILION,Chinese,01/29/2024,49,0
BROADSTONE BAR & KITCHEN,American,07/31/2024,23,0
CLAIRES KITCHEN CAFE,Coffee/Tea,05/18/2023,41,0
SWEETGREEN,Salads,06/17/2024,3,0
AHGASSI GOPCHANG,Korean,05/22/2024,36,0
SMASHBURGER,American,02/19/2025,12,0
SISTERS CUISINE,Caribbean,05/28/2024,20,0
HILTON GARDEN INN -MANHATTAN- MIDTOWN EAST,American,07/18/2022,5,0
